hit_rate,player,defender
1.0,pero antic,"Vucevic, Nikola"
1.0,pero antic,"Gallinari, Danilo"
1.0,otto porter,"Teletovic, Mirza"
1.0,garrett temple,"Dieng, Gorgui"
1.0,luke babbitt,"Shumpert, Iman"
1.0,terrence ross,"Noel, Nerlens"
1.0,terrence ross,"Farmar, Jordan"
1.0,terrence ross,"Chandler, Tyson"
1.0,brian roberts,"Smith, Josh"
1.0,lance stephenson,"Diaw, Boris"
1.0,gordon hayward,"West, David"
1.0,carlos boozer,"Gay, Rudy"
1.0,nick young,"Collison, Darren"
1.0,paul millsap,"Seraphin, Kevin"
1.0,kyle korver,"Ridnour, Luke"
1.0,rasual butler,"Sanders, Larry"
1.0,ryan anderson,"Mirotic, Nikola"
1.0,luke babbitt,"Gasol, Marc"
1.0,jimmer dredette,"Harris, Joe"
1.0,amir johnson,"Grant, Jerami"
1.0,cody zeller,"Ilyasova, Ersan"
1.0,gerald henderson,"Morrow, Anthony"
1.0,marvin williams,"Crabbe, Allen"
1.0,jason maxiell,"Vucevic, Nikola"
1.0,trevor booker,"Kaman, Chris"
1.0,trey burke,"Love, Kevin"
1.0,harrison barnes,"Scott, Mike"
1.0,andrew bogut,"Burke, Trey"
1.0,draymond green,"Bayless, Jerryd"
1.0,thabo sefolosha,"Sampson, JaKarr"
1.0,jeff teague,"Kidd-Gilchrist, Michael"
1.0,kris humphries,"Bogdanovic, Bojan"
1.0,kevin seraphin,"Price, A.J."
1.0,nene hilario,"Henderson, Gerald"
1.0,omer asik,"Frye, Channing"
1.0,terrence ross,"Frye, Channing"
1.0,bismack biyombo,"Turner, Evan"
1.0,bismack biyombo,"Henson, John"
1.0,gordon hayward,"Ennis, James"
1.0,jon ingles,"Irving, Kyrie"
1.0,trey burke,"Len, Alex"
1.0,kobe bryant,"Landry, Carl"
1.0,kobe bryant,"Pierce, Paul"
1.0,nick young,"Williams, Shawne"
1.0,nick young,"Matthews, Wesley"
1.0,shaun livingston,"McLemore, Ben"
1.0,andre iguodala,"Villanueva, Charlie"
1.0,kris humphries,"Crowder, Jae"
1.0,rasual butler,"Robinson, Nate"
1.0,nene hilario,"Copeland, Chris"
1.0,john wall,"Gee, Alonzo"
1.0,jimmer dredette,"Smart, Marcus"
1.0,terrence ross,"Baynes, Aron"
1.0,bismack biyombo,"Howard, Dwight"
1.0,bismack biyombo,"Crowder, Jae"
1.0,lance stephenson,"Plumlee, Mason"
1.0,derrick favors,"Barea, Jose Juan"
1.0,trey burke,"Leonard, Kawhi"
1.0,kobe bryant,"Crowder, Jae"
1.0,jordan hill,"Collison, Darren"
1.0,nick young,"Robinson, Nate"
1.0,klay thompson,"Larkin, Shane"
1.0,al horford,"Batum, Nicolas"
1.0,bradley beal,"Williams, Marvin"
1.0,garrett temple,"Jennings, Brandon"
1.0,kyle lowry,"Antic, Pero"
1.0,marvin williams,"Allen, Lavoy"
1.0,gordon hayward,"Miles, CJ"
1.0,trevor booker,"Afflalo, Arron"
1.0,enes kanter,"Richardson, Jason"
1.0,enes kanter,"Allen, Lavoy"
1.0,rudy gobert,"Nicholson, Andrew"
1.0,carlos boozer,"Jackson, Reggie"
1.0,wesley johnson,"Babbitt, Luke"
1.0,robert sacre,"Barnes, Harrison"
1.0,klay thompson,"Batum, Nicolas"
1.0,marreese speights,"Mirotic, Nikola"
1.0,thabo sefolosha,"Diaw, Boris"
1.0,kyle korver,"Bass, Brandon"
1.0,pero antic,"Jones, Terrence"
1.0,kent bazemore,"Jack, Jarrett"
1.0,kent bazemore,"Jordan, Jerome"
1.0,otto porter,"Ingles, Joe"
1.0,kevin seraphin,"Anderson, Ryan"
1.0,rasual butler,"Roberts, Brian"
1.0,luke babbitt,"Varejao, Anderson"
1.0,dante cunningham,"Hill, Solomon"
1.0,dante cunningham,"LaVine, Zach"
1.0,jimmer dredette,"Harris, Devin"
1.0,terrence ross,"Zeller, Tyler"
1.0,gary neal,"Griffin, Blake"
1.0,michael kidd-gilchrist,"Bogdanovic, Bojan"
1.0,dante exum,"Stauskas, Nik"
1.0,dante exum,"Harden, James"
1.0,jon ingles,"Plumlee, Miles"
1.0,rudy gobert,"Hill, Jordan"
1.0,ed davis,"Harris, Tobias"
1.0,ronnie price,"Wade, Dwyane"
1.0,draymond green,"Nurkic, Jusuf"
1.0,al horford,"Carter-Williams, Michael"
1.0,thabo sefolosha,"Pierce, Paul"
1.0,thabo sefolosha,"Drummond, Andre"
1.0,pero antic,"Green, Draymond"
1.0,otto porter,"Chandler, Wilson"
1.0,kris humphries,"Fredette, Jimmer"
1.0,ryan anderson,"Sacre, Robert"
1.0,tyreke evans,"Johnson, Joe"
1.0,jimmer dredette,"Williams, Lou"
1.0,kyle lowry,"Sims, Henry"
1.0,gary neal,"Wade, Dwyane"
1.0,marvin williams,"Green, Draymond"
1.0,derrick favors,"Horford, Al"
1.0,trey burke,"Davis, Glen"
1.0,carlos boozer,"Tucker, PJ"
1.0,jeremy lin,"Mayo, O.J."
1.0,ronnie price,"Barbosa, Leandro"
1.0,nick young,"LaVine, Zach"
1.0,harrison barnes,"Biyombo, Bismack"
1.0,stephen curry,"Bayless, Jerryd"
1.0,draymond green,"Johnson, Wesley"
1.0,thabo sefolosha,"Boozer, Carlos"
1.0,kyle korver,"Calathes, Nick"
1.0,mike scott,"Dedmon, Dewayne"
1.0,demarre carroll,"Temple, Garrett"
1.0,otto porter,"Stephenson, Lance"
1.0,bradley beal,"Caldwell-Pope, Kentavious"
1.0,kevin seraphin,"Adams, Steven"
1.0,john wall,"Wear, Travis"
1.0,john wall,"Mahinmi, Ian"
1.0,luke babbitt,"Koufos, Kosta"
1.0,dante cunningham,"Kaman, Chris"
1.0,cody zeller,"Drummond, Andre"
1.0,michael kidd-gilchrist,"Bass, Brandon"
1.0,lance stephenson,"Cole, Norris"
1.0,gordon hayward,"Mayo, O.J."
1.0,trey burke,"Green, Jeff"
1.0,harrison barnes,"Anderson, Alan"
1.0,leandro barbosa,"Harden, James"
1.0,pero antic,"Plumlee, Miles"
1.0,pero antic,"Jones, James"
1.0,pero antic,"Asik, Omer"
1.0,demarre carroll,"Durant, Kevin"
1.0,demarre carroll,"Bosh, Chris"
1.0,kris humphries,"Sloan, Donald"
1.0,rasual butler,"Sullinger, Jared"
1.0,luke babbitt,"Hibbert, Roy"
1.0,kyle lowry,"Hickson, JJ"
1.0,gary neal,"Wright, Brandan"
1.0,gerald henderson,"West, David"
1.0,gerald henderson,"Ginobili, Manu"
1.0,jason maxiell,"Lawson, Ty"
1.0,trevor booker,"Korver, Kyle"
1.0,trevor booker,"Bosh, Chris"
1.0,jeremy lin,"Gallinari, Danilo"
1.0,wayne ellington,"McCallum, Ray"
1.0,leandro barbosa,"Hill, George"
1.0,andre iguodala,"James, LeBron"
1.0,draymond green,"Sampson, JaKarr"
1.0,thabo sefolosha,"Wall, John"
1.0,mike scott,"Smith, Greg"
1.0,kris humphries,"Price, Ronnie"
1.0,anthony davis,"Hairston, PJ"
1.0,dante cunningham,"Andersen, Chris"
1.0,jimmer dredette,"Jennings, Brandon"
1.0,jimmer dredette,"Lamb, Jeremy"
1.0,tyler hansbrough,"Porter, Otto"
1.0,brian roberts,"Brown, Markel"
1.0,kemba walker,"Roberson, Andre"
1.0,lance stephenson,"Redick, JJ"
1.0,marreese speights,"Pekovic, Nikola"
1.0,kyle korver,"Love, Kevin"
1.0,kyle korver,"Zeller, Cody"
1.0,pero antic,"Hummel, Robbie"
1.0,mike scott,"Muhammad, Shabazz"
1.0,jeff teague,"Miles, CJ"
1.0,andre miller,"Len, Alex"
1.0,garrett temple,"James, LeBron"
1.0,kevin seraphin,"Crowder, Jae"
1.0,ryan anderson,"Bennett, Anthony"
1.0,al jefferson,"Perkins, Kendrick"
1.0,al jefferson,"Dudley, Jared"
1.0,gary neal,"Bass, Brandon"
1.0,michael kidd-gilchrist,"Rudez, Damjan"
1.0,dante exum,"Lopez, Robin"
1.0,trey burke,"Karasev, Sergey"
1.0,trey burke,"Hawes, Spencer"
1.0,rudy gobert,"Asik, Omer"
1.0,kobe bryant,"Green, Danny"
1.0,wayne ellington,"Stuckey, Rodney"
1.0,wesley johnson,"Harris, Joe"
1.0,robert sacre,"Rondo, Rajon"
1.0,klay thompson,"Aldridge, LaMarcus"
1.0,thabo sefolosha,"Ingles, Joe"
1.0,dennis schroder,"Hansbrough, Tyler"
1.0,dennis schroder,"McDaniels, KJ"
1.0,dennis schroder,"Chandler, Wilson"
1.0,pero antic,"Valanciunas, Jonas"
1.0,otto porter,"Pekovic, Nikola"
1.0,dante cunningham,"Ellis, Monta"
1.0,tyler hansbrough,"Wall, John"
1.0,terrence ross,"Porter, Otto"
1.0,bismack biyombo,"Watson, CJ"
1.0,lance stephenson,"McGary, Mitch"
1.0,lance stephenson,"Aldrich, Cole"
1.0,gordon hayward,"Green, Gerald"
1.0,trey burke,"Bledsoe, Eric"
1.0,carlos boozer,"Antetokounmpo, Giannis"
1.0,kobe bryant,"Johnson, Amir"
1.0,nick young,"Hill, Solomon"
1.0,leandro barbosa,"Exum, Dante"
1.0,klay thompson,"Len, Alex"
1.0,klay thompson,"Chandler, Wilson"
1.0,thabo sefolosha,"Johnson, Wesley"
1.0,mike scott,"Moore, E'Twaun"
1.0,demarre carroll,"Jack, Jarrett"
1.0,kris humphries,"Green, Danny"
1.0,rasual butler,"Durant, Kevin"
1.0,rasual butler,"Gasol, Pau"
1.0,luke babbitt,"Fournier, Evan"
1.0,terrence ross,"Brooks, Aaron"
1.0,al jefferson,"Hinrich, Kirk"
1.0,gary neal,"Livingston, Shaun"
1.0,dante exum,"Miller, Mike"
1.0,carlos boozer,"Kuzmic, Ognjen"
1.0,jordan hill,"Scola, Luis"
1.0,stephen curry,"Carter, Vince"
1.0,shaun livingston,"Westbrook, Russell"
1.0,pero antic,"Allen, Tony"
1.0,kent bazemore,"Antetokounmpo, Giannis"
1.0,marcin gortat,"Gordon, Ben"
1.0,bradley beal,"Dieng, Gorgui"
1.0,kevin seraphin,"Gibson, Taj"
1.0,dante cunningham,"Exum, Dante"
1.0,dante cunningham,"Mbah a Moute, Luc"
1.0,alexis ajinca,"Kaman, Chris"
1.0,kyle lowry,"Terry, Jason"
1.0,gary neal,"Bayless, Jerryd"
1.0,lance stephenson,"Irving, Kyrie"
1.0,lance stephenson,"Antic, Pero"
1.0,trevor booker,"Durant, Kevin"
1.0,trey burke,"Bosh, Chris"
1.0,carlos boozer,"Harris, Devin"
1.0,ronnie price,"Hill, Solomon"
1.0,wesley johnson,"Harris, Tobias"
1.0,nick young,"Gobert, Rudy"
1.0,harrison barnes,"Ellis, Monta"
1.0,kent bazemore,"Evans, Tyreke"
1.0,john wall,"Bogut, Andrew"
1.0,omer asik,"Porter, Otto"
1.0,gerald henderson,"Williams, Mo"
1.0,marvin williams,"Oladipo, Victor"
1.0,trevor booker,"Blake, Steve"
1.0,jeremy lin,"Pierce, Paul"
1.0,ed davis,"Thomas, Isaiah"
1.0,ronnie price,"Smart, Marcus"
1.0,nick young,"Hummel, Robbie"
1.0,harrison barnes,"Collison, Darren"
1.0,andre iguodala,"Beverley, Patrick"
1.0,andre iguodala,"Young, Nick"
1.0,draymond green,"McLemore, Ben"
1.0,draymond green,"Fields, Landry"
1.0,draymond green,"O'Quinn, Kyle"
1.0,al horford,"Leuer, Jon"
1.0,dennis schroder,"Green, Draymond"
1.0,dennis schroder,"Porter, Otto"
1.0,kyle korver,"Marshall, Kendall"
1.0,kent bazemore,"Carter-Williams, Michael"
1.0,marcin gortat,"Mills, Patty"
1.0,paul pierce,"Barton, Will"
1.0,ryan anderson,"Johnson, James"
1.0,terrence ross,"Ilyasova, Ersan"
1.0,gary neal,"Amundson, Lou"
1.0,gerald henderson,"Thornton, Marcus"
1.0,dante exum,"Bayless, Jerryd"
1.0,dante exum,"Pachulia, Zaza"
1.0,dante exum,"Green, Danny"
1.0,carlos boozer,"Fournier, Evan"
1.0,ronnie price,"Chalmers, Mario"
1.0,nick young,"Evans, Reggie"
1.0,harrison barnes,"Scola, Luis"
1.0,andre iguodala,"Jennings, Brandon"
1.0,al horford,"Olynyk, Kelly"
1.0,paul millsap,"Shumpert, Iman"
1.0,otto porter,"Nicholson, Andrew"
1.0,john wall,"DeRozan, DeMar"
1.0,ryan anderson,"Parker, Tony"
1.0,jimmer dredette,"Olynyk, Kelly"
1.0,terrence ross,"Roberts, Brian"
1.0,brian roberts,"Schroder, Dennis"
1.0,gerald henderson,"Waiters, Dion"
1.0,kemba walker,"Chalmers, Mario"
1.0,kemba walker,"Stoudemire, Amar'e"
1.0,enes kanter,"Drummond, Andre"
1.0,dante exum,"Kelly, Ryan"
1.0,ronnie price,"Green, Gerald"
1.0,wayne ellington,"James, LeBron"
1.0,wayne ellington,"Aldridge, LaMarcus"
1.0,wayne ellington,"Miller, Andre"
1.0,leandro barbosa,"Anderson, Ryan"
1.0,andre miller,"Williams, Deron"
1.0,kevin seraphin,"Muscala, Mike"
1.0,john wall,"Maxiell, Jason"
1.0,ryan anderson,"Barnes, Harrison"
1.0,gerald henderson,"Sloan, Donald"
1.0,michael kidd-gilchrist,"Noah, Joakim"
1.0,lance stephenson,"Evans, Tyreke"
1.0,jason maxiell,"Holiday, Jrue"
1.0,derrick favors,"Morris, Darius"
1.0,jon ingles,"Holiday, Justin"
1.0,trey burke,"Babbitt, Luke"
1.0,trey burke,"Noel, Nerlens"
1.0,rudy gobert,"Lee, David"
1.0,kobe bryant,"Redick, JJ"
1.0,kobe bryant,"Budinger, Chase"
1.0,stephen curry,"Lopez, Brook"
1.0,klay thompson,"Duncan, Tim"
1.0,paul millsap,"Martin, Kevin"
1.0,rasual butler,"Jerebko, Jonas"
1.0,jrue holiday,"Fournier, Evan"
1.0,ryan anderson,"Amundson, Lou"
1.0,tyler hansbrough,"Antic, Pero"
1.0,trey burke,"Fredette, Jimmer"
1.0,carlos boozer,"Kanter, Enes"
1.0,jeremy lin,"Augustin, D.J."
1.0,ed davis,"Zeller, Tyler"
1.0,ronnie price,"Johnson, Joe"
1.0,wesley johnson,"Blake, Steve"
1.0,harrison barnes,"West, David"
1.0,leandro barbosa,"Webster, Martell"
1.0,leandro barbosa,"Ellington, Wayne"
1.0,andre iguodala,"Johnson, Amir"
1.0,andre iguodala,"Gibson, Taj"
1.0,draymond green,"Lin, Jeremy"
1.0,thabo sefolosha,"Neal, Gary"
1.0,dennis schroder,"Antetokounmpo, Giannis"
1.0,jeff teague,"Fournier, Evan"
1.0,jeff teague,"Hickson, JJ"
1.0,kris humphries,"James, LeBron"
1.0,kevin seraphin,"McRoberts, Josh"
1.0,paul pierce,"Rose, Derrick"
1.0,rasual butler,"Smith, J.R."
1.0,ryan anderson,"Iguodala, Andre"
1.0,anthony davis,"Bledsoe, Eric"
1.0,kyle lowry,"Jones, Terrence"
1.0,kyle lowry,"Farmar, Jordan"
1.0,brian roberts,"Morris, Darius"
1.0,gary neal,"Sims, Henry"
1.0,gerald henderson,"Copeland, Chris"
1.0,michael kidd-gilchrist,"Gasol, Pau"
1.0,dante exum,"Griffin, Blake"
1.0,carlos boozer,"Booker, Trevor"
1.0,kobe bryant,"Butler, Caron"
1.0,nick young,"Stuckey, Rodney"
1.0,harrison barnes,"Daniels, Troy"
1.0,leandro barbosa,"Stuckey, Rodney"
1.0,klay thompson,"Amundson, Lou"
1.0,jeff teague,"Singler, Kyle"
1.0,kris humphries,"Lopez, Brook"
1.0,kris humphries,"Sims, Henry"
1.0,kris humphries,"Miller, Mike"
1.0,bradley beal,"Butler, Caron"
1.0,john wall,"Morris, Darius"
1.0,kyle lowry,"Landry, Carl"
1.0,amir johnson,"Cole, Norris"
1.0,brian roberts,"Wroten, Tony"
1.0,gary neal,"Snell, Tony"
1.0,gerald henderson,"McRoberts, Josh"
1.0,kemba walker,"Schroder, Dennis"
1.0,lance stephenson,"Thompson, Tristan"
1.0,enes kanter,"Biyombo, Bismack"
1.0,dante exum,"Green, JaMychal"
1.0,trey burke,"Thompson, Klay"
1.0,trey burke,"Gibson, Taj"
1.0,jeremy lin,"Shved, Alexey"
1.0,wesley johnson,"Patterson, Patrick"
1.0,wesley johnson,"Randolph, Shavlik"
1.0,jordan hill,"Henson, John"
1.0,robert sacre,"Anderson, Alan"
1.0,stephen curry,"Nurkic, Jusuf"
1.0,stephen curry,"McCallum, Ray"
1.0,marreese speights,"McDaniels, KJ"
1.0,draymond green,"LaVine, Zach"
1.0,kyle korver,"Fredette, Jimmer"
1.0,jeff teague,"Jones, James"
1.0,marcin gortat,"Gobert, Rudy"
1.0,otto porter,"Martin, Cartier"
1.0,andre miller,"Babbitt, Luke"
1.0,garrett temple,"Butler, Caron"
1.0,dante cunningham,"Westbrook, Russell"
1.0,kyle lowry,"Koufos, Kosta"
1.0,gerald henderson,"Porter, Otto"
1.0,michael kidd-gilchrist,"Cunningham, Dante"
1.0,lance stephenson,"Frye, Channing"
1.0,marvin williams,"Bogut, Andrew"
1.0,jason maxiell,"Rush, Brandon"
1.0,jeremy lin,"Frye, Channing"
1.0,kobe bryant,"Davis, Anthony"
1.0,wesley johnson,"Asik, Omer"
1.0,nick young,"Irving, Kyrie"
1.0,nick young,"Lowry, Kyle"
1.0,andrew bogut,"Oladipo, Victor"
1.0,andrew bogut,"Boozer, Carlos"
1.0,draymond green,"Anderson, Alan"
1.0,draymond green,Nene
1.0,kent bazemore,"West, David"
1.0,jeff teague,"Dieng, Gorgui"
1.0,rasual butler,"Young, Nick"
1.0,ryan anderson,"Moore, E'Twaun"
1.0,alexis ajinca,"Thompson, Hollis"
1.0,tyler hansbrough,"O'Quinn, Kyle"
1.0,tyler hansbrough,"Vucevic, Nikola"
1.0,al jefferson,"Young, Thaddeus"
1.0,cody zeller,"Irving, Kyrie"
1.0,michael kidd-gilchrist,"Boozer, Carlos"
1.0,gordon hayward,"Snell, Tony"
1.0,dante exum,"Lamb, Jeremy"
1.0,ronnie price,"Ellis, Monta"
1.0,jordan hill,"Howard, Dwight"
1.0,robert sacre,"Sullinger, Jared"
1.0,harrison barnes,"Singler, Kyle"
1.0,paul millsap,"Villanueva, Charlie"
1.0,kris humphries,"Ilyasova, Ersan"
1.0,jrue holiday,"Turner, Evan"
1.0,kyle lowry,"Ginobili, Manu"
1.0,lance stephenson,"Harris, Gary"
1.0,jason maxiell,"McGary, Mitch"
1.0,gordon hayward,"Lowry, Kyle"
1.0,kobe bryant,"Bradley, Avery"
1.0,kobe bryant,"Wall, John"
1.0,jordan hill,"Walker, Henry"
1.0,leandro barbosa,"Jerrett, Grant"
1.0,stephen curry,"Adrien, Jeff"
1.0,stephen curry,"Farmar, Jordan"
1.0,thabo sefolosha,"Bogdanovic, Bojan"
1.0,jeff teague,"Joseph, Cory"
1.0,demarre carroll,"Mahinmi, Ian"
1.0,demarre carroll,"Hardaway Jr., Tim"
1.0,bradley beal,"Noel, Nerlens"
1.0,rasual butler,"Afflalo, Arron"
1.0,rasual butler,"Bradley, Avery"
1.0,jrue holiday,"Bogut, Andrew"
1.0,jrue holiday,"Pondexter, Quincy"
1.0,alexis ajinca,"Lauvergne, Joffrey"
1.0,michael kidd-gilchrist,"Lin, Jeremy"
1.0,lance stephenson,"Covington, Robert"
1.0,enes kanter,"Scott, Mike"
1.0,derrick favors,"Thornton, Marcus"
1.0,dante exum,"Barnes, Harrison"
1.0,trey burke,"Baynes, Aron"
1.0,rudy gobert,"Calathes, Nick"
1.0,wesley johnson,"Smith, J.R."
1.0,nick young,"Dieng, Gorgui"
1.0,klay thompson,"Love, Kevin"
1.0,klay thompson,"Neal, Gary"
1.0,marreese speights,"Walker, Kemba"
1.0,rasual butler,"Richardson, Jason"
1.0,john wall,"Ibaka, Serge"
1.0,luke babbitt,"Carter, Vince"
1.0,kemba walker,"Faried, Kenneth"
1.0,kemba walker,"Jefferson, Cory"
1.0,jason maxiell,"Gasol, Marc"
1.0,derrick favors,"Leonard, Kawhi"
1.0,dante exum,"Jefferson, Richard"
1.0,jon ingles,"Sacre, Robert"
1.0,jeremy lin,"Pondexter, Quincy"
1.0,ed davis,"Black, Tarik"
1.0,jordan hill,"Dorsey, Joey"
1.0,nick young,"Bennett, Anthony"
1.0,thabo sefolosha,"DeRozan, DeMar"
1.0,jeff teague,"Mozgov, Timofey"
1.0,bradley beal,"Olynyk, Kelly"
1.0,omer asik,"Olynyk, Kelly"
1.0,ryan anderson,"Snell, Tony"
1.0,ryan anderson,"Smith, Josh"
1.0,dante cunningham,"Booker, Trevor"
1.0,jimmer dredette,"Moore, E'Twaun"
1.0,tyler hansbrough,"Jack, Jarrett"
1.0,kyle lowry,"Fredette, Jimmer"
1.0,gary neal,"Collison, Nick"
1.0,gerald henderson,"Dieng, Gorgui"
1.0,derrick favors,"Calathes, Nick"
1.0,derrick favors,"Carroll, DeMarre"
1.0,ronnie price,"Barnes, Harrison"
1.0,jordan hill,"Dudley, Jared"
1.0,jordan hill,"Harris, Tobias"
1.0,klay thompson,"Cunningham, Jared"
1.0,dennis schroder,"Dieng, Gorgui"
1.0,mike scott,"Ariza, Trevor"
1.0,otto porter,"Prigioni, Pablo"
1.0,otto porter,"Miller, Mike"
1.0,kevin seraphin,"Green, Willie"
1.0,ryan anderson,"Brooks, Aaron"
1.0,tyreke evans,"McCollum, CJ"
1.0,luke babbitt,"McLemore, Ben"
1.0,cody zeller,"Smith, Josh"
1.0,kemba walker,"Kaman, Chris"
1.0,michael kidd-gilchrist,"Irving, Kyrie"
1.0,gordon hayward,"Monroe, Greg"
1.0,jon ingles,"Morris, Marcus"
1.0,carlos boozer,"Aldridge, LaMarcus"
1.0,ronnie price,"Motiejunas, Donatas"
1.0,klay thompson,"Singler, Kyle"
1.0,mike scott,"Dieng, Gorgui"
1.0,mike scott,"Randolph, Zach"
1.0,jeff teague,"Scola, Luis"
1.0,otto porter,"Shumpert, Iman"
1.0,otto porter,"Mack, Shelvin"
1.0,kris humphries,"Millsap, Paul"
1.0,bradley beal,"Ginobili, Manu"
1.0,kevin seraphin,"Hood, Rodney"
1.0,jrue holiday,"Foye, Randy"
1.0,ryan anderson,"McDaniels, KJ"
1.0,tyreke evans,"Miles, CJ"
1.0,tyreke evans,"Paul, Chris"
1.0,jimmer dredette,"Canaan, Isaiah"
1.0,dante exum,"Brooks, Aaron"
1.0,trey burke,"Robinson, Glenn"
1.0,trey burke,"Chandler, Wilson"
1.0,ed davis,"Knight, Brandon"
1.0,wayne ellington,"Barnes, Matt"
1.0,draymond green,"Sims, Henry"
1.0,al horford,"Larkin, Shane"
1.0,thabo sefolosha,"Beverley, Patrick"
1.0,thabo sefolosha,"Anthony, Carmelo"
1.0,kyle korver,"Wall, John"
1.0,pero antic,"Watson, CJ"
1.0,mike scott,"Perkins, Kendrick"
1.0,kris humphries,"Morrow, Anthony"
1.0,andre miller,"Wiggins, Andrew"
1.0,paul pierce,"Lopez, Brook"
1.0,rasual butler,"Haslem, Udonis"
1.0,jrue holiday,"Roberson, Andre"
1.0,ryan anderson,"Caldwell-Pope, Kentavious"
1.0,tyreke evans,"Mills, Patty"
1.0,kyle lowry,"Gay, Rudy"
1.0,terrence ross,"Jenkins, John"
1.0,amir johnson,"Motiejunas, Donatas"
1.0,gerald henderson,"Caldwell-Pope, Kentavious"
1.0,lance stephenson,"Wall, John"
1.0,marvin williams,"O'Quinn, Kyle"
1.0,dante exum,"Daniels, Troy"
1.0,carlos boozer,"Wall, John"
1.0,jeremy lin,"Butler, Rasual"
1.0,ed davis,"Pachulia, Zaza"
1.0,ed davis,"Mack, Shelvin"
1.0,wayne ellington,"Collison, Darren"
1.0,kent bazemore,Nene
1.0,marcin gortat,"Nurkic, Jusuf"
1.0,rasual butler,"Blake, Steve"
1.0,rasual butler,"Bayless, Jerryd"
1.0,john wall,"Prince, Tayshaun"
1.0,ryan anderson,"Canaan, Isaiah"
1.0,ryan anderson,"Dalembert, Samuel"
1.0,terrence ross,"Walker, Kemba"
1.0,brian roberts,"Haslem, Udonis"
1.0,kemba walker,"Gasol, Marc"
1.0,lance stephenson,"Davies, Brandon"
1.0,marvin williams,"Aldrich, Cole"
1.0,marvin williams,"Perkins, Kendrick"
1.0,trevor booker,"Landry, Carl"
1.0,jon ingles,"Williams, Shawne"
1.0,kobe bryant,"Ginobili, Manu"
1.0,ed davis,"Withey, Jeff"
1.0,wayne ellington,"Jefferson, Al"
1.0,stephen curry,"Antic, Pero"
1.0,marreese speights,"Hummel, Robbie"
1.0,shaun livingston,"Scott, Mike"
1.0,dennis schroder,"Jefferson, Al"
1.0,kyle korver,"Hayward, Gordon"
1.0,paul pierce,"Harris, Devin"
1.0,brian roberts,"Horford, Al"
1.0,bismack biyombo,"Lin, Jeremy"
1.0,al jefferson,"Johnson, Wesley"
1.0,lance stephenson,"Bogdanovic, Bojan"
1.0,marvin williams,"Barea, Jose Juan"
1.0,trevor booker,"Terry, Jason"
1.0,derrick favors,"Lamb, Jeremy"
1.0,dante exum,"Carter-Williams, Michael"
1.0,dante exum,"Antic, Pero"
1.0,trey burke,"Lee, David"
1.0,carlos boozer,"Sullinger, Jared"
1.0,wesley johnson,"Hinrich, Kirk"
1.0,jordan hill,"Jefferson, Cory"
1.0,stephen curry,"Lopez, Robin"
1.0,marreese speights,"Aldridge, LaMarcus"
1.0,shaun livingston,"Hollins, Ryan"
1.0,andre iguodala,"Griffin, Blake"
1.0,dennis schroder,"Morrow, Anthony"
1.0,paul millsap,"Duncan, Tim"
1.0,marcin gortat,"Grant, Jerami"
1.0,marcin gortat,"Green, Jeff"
1.0,bradley beal,"Calderon, Jose"
1.0,kevin seraphin,"Patterson, Patrick"
1.0,paul pierce,"Lawson, Ty"
1.0,rasual butler,"Ellis, Monta"
1.0,rasual butler,"Rudez, Damjan"
1.0,john wall,"McGee, JaVale"
1.0,omer asik,"Casspi, Omri"
1.0,tyreke evans,"Gibson, Taj"
1.0,alexis ajinca,"Harris, Gary"
1.0,kyle lowry,"Splitter, Tiago"
1.0,cody zeller,"Barbosa, Leandro"
1.0,jason maxiell,"Splitter, Tiago"
1.0,gordon hayward,"Gortat, Marcin"
1.0,jon ingles,"Motiejunas, Donatas"
1.0,trey burke,"Haslem, Udonis"
1.0,carlos boozer,"Blake, Steve"
1.0,robert sacre,"McGee, JaVale"
1.0,leandro barbosa,"Holiday, Jrue"
1.0,andrew bogut,"Dieng, Gorgui"
1.0,dennis schroder,"Singler, Kyle"
1.0,demarre carroll,"Howard, Dwight"
1.0,kris humphries,"Green, Jeff"
1.0,omer asik,"Wade, Dwyane"
1.0,omer asik,"Gortat, Marcin"
1.0,ryan anderson,"Favors, Derrick"
1.0,dante cunningham,"Thompson, Hollis"
1.0,dante cunningham,"Anthony, Carmelo"
1.0,cody zeller,"Harkless, Maurice"
1.0,kemba walker,"O'Quinn, Kyle"
1.0,lance stephenson,"Jordan, DeAndre"
1.0,gordon hayward,"Sullinger, Jared"
1.0,jon ingles,"Frye, Channing"
1.0,rudy gobert,"Ajinca, Alexis"
1.0,jeremy lin,"Chandler, Tyson"
1.0,wesley johnson,"Booker, Trevor"
1.0,harrison barnes,"Chalmers, Mario"
1.0,harrison barnes,"Prince, Tayshaun"
1.0,klay thompson,"Young, James"
1.0,dennis schroder,"Parsons, Chandler"
1.0,kyle korver,"Smart, Marcus"
1.0,pero antic,"Augustin, D.J."
1.0,rasual butler,"O'Quinn, Kyle"
1.0,nene hilario,"Dunleavy, Mike"
1.0,nene hilario,"Grant, Jerami"
1.0,john wall,"Len, Alex"
1.0,jrue holiday,"Morrow, Anthony"
1.0,jrue holiday,"Gobert, Rudy"
1.0,lance stephenson,"Haslem, Udonis"
1.0,gordon hayward,"James, LeBron"
1.0,gordon hayward,"Splitter, Tiago"
1.0,trey burke,"McLemore, Ben"
